"","age","workclass","fnlwgt","education","educational.num","marital.status","occupation","relationship","race","gender","capital.gain","capital.loss","hours.per.week","native.country","income","relationship.new","income.new"
"38524",38,"Private",183800,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"47216",22,"Private",147397,"Bachelors",13,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,20,"United-States","<=50K","Not-in-family",0
"38077",20,"Private",68358,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,12,"United-States","<=50K","Own-child",0
"7251",36,"Private",74706,"10th",6,"Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"47346",26,"Private",212793,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"17976",44,"Private",151504,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K","Married",0
"41682",49,"Local-gov",321851,"Assoc-acdm",12,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,30,"United-States","<=50K","Not-in-family",0
"45328",59,"Private",81973,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K","Married",1
"41264",20,"Private",148409,"Some-college",10,"Never-married","Sales","Other-relative","White","Male",1055,0,20,"United-States","<=50K","Other-relative",0
"14861",22,"Private",136230,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"5247",33,"Private",106014,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"35147",23,"Private",187513,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,32,"United-States","<=50K","Own-child",0
"716",65,"Self-emp-not-inc",72776,"7th-8th",4,"Never-married","Farming-fishing","Not-in-family","White","Male",2964,0,40,"United-States","<=50K","Not-in-family",0
"32006",45,"Private",178922,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K","Not-in-family",0
"45751",49,"Self-emp-not-inc",121238,"Some-college",10,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K","Unmarried",0
"10463",62,"Private",175032,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,42,"United-States","<=50K","Married",0
"36535",56,"Self-emp-not-inc",144380,"Some-college",10,"Married-spouse-absent","Prof-specialty","Not-in-family","Black","Male",0,0,50,"United-States","<=50K","Not-in-family",0
"29211",26,"Private",177147,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",6849,0,65,"United-States","<=50K","Not-in-family",0
"47975",46,"Private",175925,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"15214",49,"Private",144514,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,45,"United-States",">50K","Married",1
"15914",19,"Private",191889,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,25,"United-States","<=50K","Own-child",0
"10916",31,"Private",236543,"5th-6th",3,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico","<=50K","Married",0
"24833",35,"Self-emp-not-inc",102471,"HS-grad",9,"Divorced","Farming-fishing","Not-in-family","White","Male",0,0,80,"Puerto-Rico","<=50K","Not-in-family",0
"21755",44,"Private",332401,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,65,"United-States",">50K","Married",1
"48346",49,"Private",93639,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,43,"United-States","<=50K","Married",0
"36088",42,"Private",317078,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"24774",29,"Private",246974,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"2500",29,"Private",116531,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"678",31,"Private",208458,"HS-grad",9,"Divorced","Sales","Unmarried","Other","Female",0,0,40,"Mexico","<=50K","Unmarried",0
"999",40,"Private",120277,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","<=50K","Married",0
"29927",40,"Private",223934,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,17,"United-States",">50K","Married",1
"20618",22,"Private",401335,"Some-college",10,"Never-married","Other-service","Unmarried","Black","Female",0,0,30,"United-States","<=50K","Unmarried",0
"42307",23,"Private",292023,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,30,"United-States","<=50K","Own-child",0
"45685",31,"Private",112627,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K","Married",0
"10868",51,"Private",196107,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K","Married",0
"33204",39,"Private",129150,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States",">50K","Married",1
"26566",63,"Federal-gov",95680,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,18,"United-States",">50K","Married",1
"13276",51,"Local-gov",251346,"9th",5,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,38,"Puerto-Rico","<=50K","Married",0
"14976",23,"Federal-gov",102684,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,60,"United-States","<=50K","Not-in-family",0
"4607",57,"Private",279340,"7th-8th",4,"Widowed","Other-service","Unmarried","Black","Female",0,0,29,"United-States","<=50K","Unmarried",0
"20992",26,"Private",210812,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,43,"United-States","<=50K","Not-in-family",0
"7595",27,"Private",194759,"Assoc-acdm",12,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K","Not-in-family",0
"13782",24,"Self-emp-not-inc",107452,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"34743",21,"Private",196508,"Some-college",10,"Never-married","Sales","Own-child","Black","Female",0,0,40,"United-States","<=50K","Own-child",0
"2712",44,"State-gov",369131,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"46360",54,"Private",425804,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States",">50K","Not-in-family",1
"22747",52,"Self-emp-inc",173754,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,60,"United-States",">50K","Married",1
"15158",47,"Local-gov",48195,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,72,"United-States","<=50K","Married",0
"12573",44,"Private",268039,"Some-college",10,"Divorced","Handlers-cleaners","Other-relative","Black","Male",0,0,40,"United-States","<=50K","Other-relative",0
"34765",28,"Private",183597,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",594,0,50,"Germany","<=50K","Not-in-family",0
"15211",31,"State-gov",174957,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,50,"United-States","<=50K","Married",0
"25810",46,"Private",130364,"HS-grad",9,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K","Unmarried",0
"929",39,"Self-emp-not-inc",41017,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,70,"United-States","<=50K","Married",0
"37856",31,"Private",80511,"Assoc-acdm",12,"Divorced","Tech-support","Not-in-family","White","Female",0,0,44,"United-States","<=50K","Not-in-family",0
"12461",51,"Private",108435,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"9286",43,"Private",45975,"12th",8,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Italy","<=50K","Married",0
"31627",57,"Self-emp-not-inc",103529,"Masters",14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,38,"United-States",">50K","Married",1
"476",73,"Self-emp-not-inc",151255,"Some-college",10,"Widowed","Farming-fishing","Not-in-family","White","Female",0,0,75,"United-States","<=50K","Not-in-family",0
"8154",23,"Private",231866,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"7868",21,"Private",155483,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"15394",41,"Private",121201,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"35984",33,"Self-emp-not-inc",427474,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"3617",32,"Private",140092,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States","<=50K","Married",0
"36831",35,"Private",81280,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,65,"Yugoslavia",">50K","Married",1
"44260",55,"Private",197114,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,6,"United-States",">50K","Married",1
"45125",22,"Private",218343,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"5870",44,"Local-gov",360884,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"26414",18,"Self-emp-not-inc",132986,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"3042",49,"Private",186009,"Some-college",10,"Divorced","Other-service","Unmarried","White","Female",0,0,43,"United-States","<=50K","Unmarried",0
"26646",42,"State-gov",211915,"Some-college",10,"Separated","Tech-support","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"36148",50,"Self-emp-not-inc",68898,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",7688,0,55,"United-States",">50K","Married",1
"47264",51,"Private",189511,"Assoc-voc",11,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"Germany",">50K","Married",1
"46366",52,"Private",361875,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K","Not-in-family",0
"48124",42,"Private",402367,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","Black","Male",7688,0,45,"United-States",">50K","Married",1
"41230",47,"Private",374580,"HS-grad",9,"Separated","Sales","Not-in-family","White","Female",0,0,52,"United-States","<=50K","Not-in-family",0
"23014",31,"Private",595000,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","Black","Female",0,0,35,"United-States","<=50K","Other-relative",0
"30057",33,"Self-emp-not-inc",125279,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K","Married",0
"35694",43,"Local-gov",105896,"Some-college",10,"Divorced","Protective-serv","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"41384",51,"Private",55500,"12th",8,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"3768",64,"State-gov",184271,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K","Married",1
"34632",44,"Local-gov",124692,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K","Married",1
"3851",34,"Private",217652,"12th",8,"Divorced","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"24535",23,"Private",117618,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,35,"United-States","<=50K","Own-child",0
"31776",58,"Private",172618,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"48518",26,"Private",323044,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"Germany",">50K","Married",1
"4525",54,"Private",27484,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"39367",27,"Private",133425,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K","Not-in-family",0
"35137",25,"Local-gov",206002,"HS-grad",9,"Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"19359",38,"Private",266645,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"46825",22,"Private",180060,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"Yugoslavia","<=50K","Not-in-family",0
"45545",41,"Self-emp-inc",230168,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,91,"United-States","<=50K","Married",0
"3183",32,"Private",195744,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"18099",48,"Private",199739,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"7737",30,"Private",90308,"Preschool",1,"Never-married","Other-service","Unmarried","White","Male",0,0,28,"El-Salvador","<=50K","Unmarried",0
"5252",24,"Private",153078,"Bachelors",13,"Never-married","Tech-support","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"22510",24,"Private",336088,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","Amer-Indian-Eskimo","Female",0,0,50,"United-States","<=50K","Not-in-family",0
"11427",19,"Private",47235,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,75,"United-States","<=50K","Not-in-family",0
"8047",35,"Private",190023,"11th",7,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"21762",61,"Private",85548,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",15024,0,18,"United-States",">50K","Married",1
"32200",54,"Private",227832,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"40940",22,"Private",175883,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"20250",48,"Private",413363,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,2002,40,"United-States","<=50K","Married",0
"15694",52,"Local-gov",295494,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"2150",43,"Private",91317,"Assoc-acdm",12,"Never-married","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"5535",54,"State-gov",276005,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"18135",28,"Private",236861,"Bachelors",13,"Divorced","Craft-repair","Unmarried","White","Male",0,0,50,"United-States","<=50K","Unmarried",0
"48380",45,"Private",170871,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,60,"United-States",">50K","Married",1
"34509",34,"Private",137814,"Some-college",10,"Separated","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K","Not-in-family",0
"6144",62,"Local-gov",176839,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,10,"United-States","<=50K","Married",0
"8413",35,"Private",179481,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"47578",20,"State-gov",214542,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"38382",38,"Private",164898,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"5652",32,"Private",335569,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"24933",49,"Self-emp-not-inc",155489,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,"Poland","<=50K","Married",0
"22317",78,"Self-emp-not-inc",316261,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",99999,0,20,"United-States",">50K","Not-in-family",1
"15425",47,"Self-emp-inc",139268,"7th-8th",4,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K","Married",0
"11488",74,"Private",159138,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,12,"United-States","<=50K","Not-in-family",0
"40787",70,"Self-emp-not-inc",205860,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States","<=50K","Married",0
"28245",24,"Private",325744,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"4725",35,"Private",251091,"Masters",14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,38,"Puerto-Rico","<=50K","Married",0
"29474",34,"Private",203051,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,27,"United-States","<=50K","Married",0
"3257",20,"Private",313873,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,30,"United-States","<=50K","Own-child",0
"11187",68,"Self-emp-inc",113718,"11th",7,"Married-civ-spouse","Sales","Husband","White","Male",0,1258,40,"United-States","<=50K","Married",0
"9477",19,"Private",118549,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","<=50K","Own-child",0
"36979",19,"State-gov",56424,"12th",8,"Never-married","Transport-moving","Own-child","Black","Male",0,0,20,"United-States","<=50K","Own-child",0
"45531",32,"Private",206541,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"19150",25,"Self-emp-not-inc",210278,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,30,"United-States","<=50K","Own-child",0
"6899",45,"Private",149169,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K","Not-in-family",0
"16879",42,"Self-emp-not-inc",214242,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K","Married",1
"18284",66,"Self-emp-not-inc",293114,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",1409,0,40,"United-States","<=50K","Married",0
"34257",21,"Private",213341,"11th",7,"Married-spouse-absent","Handlers-cleaners","Own-child","White","Male",0,1762,40,"Dominican-Republic","<=50K","Own-child",0
"33498",33,"Local-gov",173806,"Assoc-acdm",12,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"13606",36,"Private",203828,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Italy","<=50K","Married",0
"40925",53,"Private",23698,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,46,"United-States",">50K","Married",1
"31104",35,"Private",200153,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"3169",23,"Private",273049,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,20,"United-States","<=50K","Married",0
"46465",43,"Private",328570,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","Black","Female",0,0,38,"United-States","<=50K","Unmarried",0
"6665",34,"Local-gov",211239,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",6497,0,40,"United-States","<=50K","Unmarried",0
"6192",37,"Private",296212,"HS-grad",9,"Separated","Handlers-cleaners","Not-in-family","White","Male",0,0,48,"United-States","<=50K","Not-in-family",0
"46205",55,"Local-gov",176046,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,2267,40,"United-States","<=50K","Married",0
"41390",44,"Private",54310,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,40,"United-States",">50K","Married",1
"9454",64,"Private",172740,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,12,"United-States","<=50K","Married",0
"6002",48,"Private",198000,"Bachelors",13,"Never-married","Sales","Other-relative","White","Female",0,0,38,"United-States",">50K","Other-relative",1
"15121",27,"Private",104017,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1628,50,"United-States","<=50K","Married",0
"30317",33,"Private",103596,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"20934",48,"Private",54759,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,38,"United-States","<=50K","Unmarried",0
"39896",31,"Private",175509,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K","Not-in-family",0
"21881",29,"Private",176683,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K","Not-in-family",1
