"","age","workclass","fnlwgt","education","educational.num","marital.status","occupation","relationship","race","gender","capital.gain","capital.loss","hours.per.week","native.country","income","relationship.new","income.new"
"47225",33,"Private",48010,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"26609",48,"Self-emp-not-inc",328606,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","White","Male",14084,0,63,"United-States",">50K","Unmarried",1
"9595",41,"State-gov",539019,"Some-college",10,"Never-married","Farming-fishing","Not-in-family","Black","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"31114",65,"Local-gov",240166,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,35,"United-States","<=50K","Married",0
"15066",35,"Private",126569,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"35130",35,"Local-gov",177305,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2377,40,"United-States","<=50K","Married",0
"15112",41,"Private",227065,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"29468",32,"Private",127610,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,32,"United-States",">50K","Married",1
"23046",37,"Private",230035,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,46,"United-States",">50K","Married",1
"14956",32,"Private",70377,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"30651",27,"Private",150025,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"Puerto-Rico","<=50K","Not-in-family",0
"31122",21,"Private",654141,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,32,"United-States","<=50K","Not-in-family",0
"26263",29,"Private",239632,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"9025",18,"Self-emp-inc",357223,"10th",6,"Never-married","Other-service","Own-child","White","Male",0,0,16,"United-States","<=50K","Own-child",0
"44155",42,"Private",319016,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",2885,0,45,"United-States","<=50K","Married",0
"39866",20,"Private",216472,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,25,"United-States","<=50K","Own-child",0
"16877",27,"Private",267147,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"5462",25,"Private",236421,"12th",8,"Never-married","Other-service","Own-child","Black","Male",0,0,40,"United-States","<=50K","Own-child",0
"9008",46,"Private",424934,"10th",6,"Widowed","Other-service","Not-in-family","White","Female",0,0,40,"Portugal","<=50K","Not-in-family",0
"23097",45,"Private",205644,"HS-grad",9,"Separated","Tech-support","Not-in-family","White","Female",0,0,26,"United-States","<=50K","Not-in-family",0
"44701",57,"Self-emp-not-inc",184553,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K","Married",1
"11334",42,"State-gov",99185,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","<=50K","Not-in-family",0
"3923",45,"Local-gov",375606,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"41647",36,"Private",185394,"10th",6,"Never-married","Handlers-cleaners","Not-in-family","White","Female",0,0,34,"United-States","<=50K","Not-in-family",0
"30515",40,"Private",77975,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"14036",46,"Private",118714,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,40,"United-States",">50K","Married",1
"40847",49,"State-gov",122066,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"45808",51,"Private",138852,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",7298,0,40,"El-Salvador",">50K","Married",1
"42632",33,"Local-gov",182971,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,40,"United-States",">50K","Married",1
"20598",65,"Self-emp-not-inc",225473,"Some-college",10,"Widowed","Craft-repair","Not-in-family","White","Female",0,0,35,"United-States","<=50K","Not-in-family",0
"44612",37,"Private",95855,"HS-grad",9,"Divorced","Protective-serv","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"11451",38,"Self-emp-not-inc",230329,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States","<=50K","Married",0
"47803",33,"Private",268451,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"46336",44,"Private",108438,"10th",6,"Separated","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States","<=50K","Unmarried",0
"29874",21,"Private",163595,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K","Own-child",0
"1614",40,"Private",173651,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"1615",49,"Private",149337,"HS-grad",9,"Separated","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"7506",19,"Private",260327,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,18,"United-States","<=50K","Own-child",0
"7923",22,"Private",34616,"Some-college",10,"Never-married","Other-service","Unmarried","White","Female",0,0,20,"United-States","<=50K","Unmarried",0
"9811",57,"Local-gov",31532,"Assoc-acdm",12,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,20,"United-States","<=50K","Married",0
"25820",52,"Local-gov",246197,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"1336",42,"Private",478373,"Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"14123",60,"Private",495366,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","<=50K","Not-in-family",0
"43606",32,"Private",147284,"Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K","Married",1
"2631",64,"Private",234570,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"37592",21,"Private",273403,"Assoc-voc",11,"Never-married","Other-service","Not-in-family","White","Female",0,0,50,"United-States","<=50K","Not-in-family",0
"37500",29,"Private",143582,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,35,"Vietnam","<=50K","Married",0
"4564",35,"Private",139770,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,29,"United-States","<=50K","Own-child",0
"21574",21,"Private",143604,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,8,"United-States","<=50K","Own-child",0
"45127",31,"Private",272856,"HS-grad",9,"Never-married","Craft-repair","Own-child","Black","Male",0,0,50,"England","<=50K","Own-child",0
"48172",46,"Private",128645,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"15760",51,"Private",27804,"Some-college",10,"Divorced","Priv-house-serv","Unmarried","Amer-Indian-Eskimo","Female",0,0,35,"United-States","<=50K","Unmarried",0
"35289",56,"Private",659558,"12th",8,"Widowed","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K","Unmarried",0
"47035",58,"Private",236596,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"33932",28,"Private",51461,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1887,40,"United-States",">50K","Married",1
"39351",32,"Private",165949,"Bachelors",13,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,1590,42,"United-States","<=50K","Not-in-family",0
"44023",68,"Private",185537,"Some-college",10,"Divorced","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K","Not-in-family",0
"34358",36,"Private",174938,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,50,"United-States",">50K","Married",1
"7353",34,"Private",346736,"Assoc-acdm",12,"Never-married","Exec-managerial","Own-child","White","Female",0,0,50,"United-States","<=50K","Own-child",0
"26777",29,"Private",309463,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"6838",27,"Private",430672,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,55,"United-States","<=50K","Not-in-family",0
"42485",50,"Private",93730,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K","Married",0
"45889",53,"Private",130143,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States","<=50K","Married",0
"36426",41,"Federal-gov",106982,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States",">50K","Unmarried",1
"8120",28,"Local-gov",273051,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"14445",56,"Self-emp-inc",83922,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,84,"United-States","<=50K","Married",0
"30769",45,"Private",380922,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"47249",21,"Private",156980,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,60,"United-States","<=50K","Own-child",0
"35263",25,"Private",323139,"Bachelors",13,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,35,"United-States","<=50K","Own-child",0
"5211",28,"Private",113866,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"32190",22,"Local-gov",163205,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,53,"United-States","<=50K","Own-child",0
"37557",23,"Private",167424,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,35,"United-States","<=50K","Own-child",0
"1236",64,"Private",45868,"7th-8th",4,"Separated","Priv-house-serv","Not-in-family","Other","Female",0,0,35,"Mexico","<=50K","Not-in-family",0
"47248",57,"Private",301514,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"28414",72,"Private",496538,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",6360,0,40,"United-States","<=50K","Not-in-family",0
"6925",21,"Private",479296,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Male",0,0,40,"United-States","<=50K","Other-relative",0
"45144",20,"Private",375698,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","<=50K","Own-child",0
"17471",27,"Local-gov",247507,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,35,"United-States","<=50K","Own-child",0
"19249",75,"Private",188612,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"12922",26,"Private",193945,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States","<=50K","Not-in-family",0
"24687",28,"Private",499001,"HS-grad",9,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"Mexico","<=50K","Unmarried",0
"6950",58,"Self-emp-not-inc",605504,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"42362",49,"Private",246183,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"38116",55,"Private",349910,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"10512",17,"Private",25982,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","<=50K","Own-child",0
"26178",29,"Private",120359,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"22149",25,"Private",176729,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"47845",36,"Private",107302,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States","<=50K","Married",0
"48135",28,"Private",210765,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"42775",51,"Private",137815,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",7298,0,40,"United-States",">50K","Married",1
"3099",42,"Private",301080,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"23726",37,"Private",125550,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,60,"United-States","<=50K","Not-in-family",0
"31001",42,"State-gov",404573,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"45872",36,"Private",365739,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"32751",18,"Private",184016,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K","Own-child",0
"47301",41,"Private",215479,"HS-grad",9,"Separated","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"17008",44,"Private",111502,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K","Married",0
"29063",68,"Private",351711,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"39885",21,"Private",202373,"Assoc-voc",11,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States","<=50K","Own-child",0
"2637",25,"Private",211392,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,48,"United-States","<=50K","Not-in-family",0
"1917",31,"Private",291494,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"19088",47,"State-gov",188386,"Masters",14,"Separated","Prof-specialty","Not-in-family","White","Male",0,0,38,"United-States","<=50K","Not-in-family",0
"15281",35,"Private",193094,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Female",0,0,48,"United-States","<=50K","Own-child",0
"1322",62,"Local-gov",106069,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"44802",29,"Private",267989,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K","Married",0
"30334",40,"State-gov",456110,"11th",7,"Divorced","Transport-moving","Unmarried","White","Female",0,0,52,"United-States","<=50K","Unmarried",0
"37132",46,"Self-emp-not-inc",102308,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,2415,40,"United-States",">50K","Married",1
"25265",53,"Private",194995,"5th-6th",3,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"Italy","<=50K","Married",0
"22775",50,"Self-emp-not-inc",324506,"HS-grad",9,"Widowed","Exec-managerial","Unmarried","Asian-Pac-Islander","Female",0,0,48,"South","<=50K","Unmarried",0
"45634",50,"Self-emp-inc",251240,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"47808",21,"Private",253583,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"10765",29,"Private",535740,"HS-grad",9,"Never-married","Craft-repair","Unmarried","Black","Male",0,0,40,"United-States","<=50K","Unmarried",0
"4988",27,"Private",115438,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"29711",31,"Private",120461,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"18631",25,"Federal-gov",207342,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"35760",36,"Private",410489,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K","Not-in-family",0
"21127",36,"Federal-gov",67317,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"20616",41,"Local-gov",137142,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"21679",23,"Self-emp-not-inc",258298,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",0,2231,40,"United-States",">50K","Own-child",1
"4100",28,"Private",692831,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,48,"United-States","<=50K","Not-in-family",0
"44597",39,"Private",365739,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"6679",45,"Private",126876,"HS-grad",9,"Divorced","Craft-repair","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"12257",56,"Private",146660,"HS-grad",9,"Divorced","Handlers-cleaners","Unmarried","White","Male",0,0,10,"United-States","<=50K","Unmarried",0
"22320",43,"Private",124919,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",0,0,60,"Japan","<=50K","Married",0
"4295",25,"Private",169905,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"17717",58,"Self-emp-inc",183870,"10th",6,"Married-civ-spouse","Transport-moving","Wife","White","Female",0,0,40,"United-States","<=50K","Married",0
"7814",40,"Private",129298,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"18566",29,"Private",40083,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"Canada","<=50K","Not-in-family",0
"15237",39,"Private",320305,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K","Married",0
"6857",33,"Private",124161,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K","Not-in-family",0
"47209",17,"Private",108470,"11th",7,"Never-married","Other-service","Own-child","Black","Male",0,0,17,"United-States","<=50K","Own-child",0
"4313",22,"Private",95647,"11th",7,"Never-married","Transport-moving","Own-child","Asian-Pac-Islander","Male",0,0,40,"Philippines","<=50K","Own-child",0
"12618",34,"Private",108837,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,48,"United-States",">50K","Married",1
"40946",19,"Private",351802,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,35,"United-States","<=50K","Own-child",0
"9671",17,"Private",67603,"9th",5,"Never-married","Other-service","Own-child","White","Female",0,0,10,"United-States","<=50K","Own-child",0
"16046",65,"Private",119769,"HS-grad",9,"Widowed","Priv-house-serv","Unmarried","Black","Female",0,0,20,"United-States","<=50K","Unmarried",0
"20862",22,"Private",237498,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"33587",52,"Private",169785,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K","Not-in-family",0
"2553",33,"Self-emp-not-inc",234976,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",">50K","Married",1
"28127",36,"Private",166416,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"5059",51,"Private",143822,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K","Married",1
"29096",40,"Private",197462,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"48113",43,"Local-gov",34640,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","Other","Male",0,1887,40,"United-States",">50K","Married",1
"19649",36,"Private",84306,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",5013,0,50,"United-States","<=50K","Married",0
"38320",27,"Private",198258,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,35,"United-States","<=50K","Own-child",0
"11186",38,"Local-gov",68781,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"26811",39,"Private",167728,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"36016",24,"Private",190457,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"20900",27,"Private",129624,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"34272",31,"Private",194293,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",2463,0,38,"United-States","<=50K","Not-in-family",0
"18080",50,"Federal-gov",159670,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"7227",31,"Local-gov",187689,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"28756",36,"Private",133974,"Assoc-voc",11,"Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"39460",47,"Self-emp-not-inc",126500,"7th-8th",4,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Puerto-Rico","<=50K","Married",0
"8960",46,"Private",168262,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"32474",26,"Private",71009,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K","Not-in-family",0
"34186",27,"Local-gov",177072,"Some-college",10,"Never-married","Prof-specialty","Other-relative","White","Male",0,0,16,"United-States","<=50K","Other-relative",0
"5775",62,"Private",155915,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"33830",64,"Federal-gov",301383,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",9386,0,45,"United-States",">50K","Married",1
"32497",48,"Private",39986,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"40421",47,"Self-emp-not-inc",218676,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K","Married",0
"25152",22,"Private",51262,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"35930",44,"Private",98466,"10th",6,"Never-married","Farming-fishing","Unmarried","White","Male",0,0,35,"United-States","<=50K","Unmarried",0
"3443",46,"Private",114222,"Assoc-voc",11,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"31002",17,"Private",99462,"11th",7,"Never-married","Other-service","Own-child","Amer-Indian-Eskimo","Female",0,0,20,"United-States","<=50K","Own-child",0
"22784",33,"Private",213226,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K","Not-in-family",0
"14018",32,"Private",146161,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"26254",43,"Local-gov",143828,"Masters",14,"Divorced","Prof-specialty","Unmarried","Black","Female",9562,0,40,"United-States",">50K","Unmarried",1
"11740",32,"Private",265638,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,60,"United-States","<=50K","Married",0
"43728",32,"State-gov",190577,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"38316",39,"Private",32146,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,60,"United-States","<=50K","Not-in-family",0
"19856",68,"State-gov",235882,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2377,60,"United-States",">50K","Married",1
"10722",47,"Private",98044,"Preschool",1,"Never-married","Other-service","Not-in-family","White","Male",0,0,25,"El-Salvador","<=50K","Not-in-family",0
"37764",30,"Private",116138,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",27828,0,60,"United-States",">50K","Not-in-family",1
"47468",41,"Private",170299,"Assoc-voc",11,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,43,"United-States","<=50K","Unmarried",0
"15811",25,"Private",91639,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,45,"United-States","<=50K","Not-in-family",0
"11057",32,"Private",107142,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",5013,0,50,"United-States","<=50K","Married",0
"38658",29,"Private",161857,"HS-grad",9,"Married-spouse-absent","Other-service","Not-in-family","Other","Female",0,0,40,"Columbia","<=50K","Not-in-family",0
"37173",59,"Private",171015,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,34,"United-States","<=50K","Own-child",0
"14050",26,"Private",96645,"Doctorate",16,"Never-married","Craft-repair","Other-relative","Black","Male",0,0,20,"United-States","<=50K","Other-relative",0
"32014",38,"Self-emp-not-inc",140117,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,20,"United-States","<=50K","Not-in-family",0
