"","age","workclass","fnlwgt","education","educational.num","marital.status","occupation","relationship","race","gender","capital.gain","capital.loss","hours.per.week","native.country","income","relationship.new","income.new"
"35192",41,"Private",428499,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1485,50,"United-States",">50K","Married",1
"18108",22,"Self-emp-not-inc",202920,"HS-grad",9,"Never-married","Prof-specialty","Unmarried","White","Female",99999,0,40,"Dominican-Republic",">50K","Unmarried",1
"3464",37,"Federal-gov",127879,"Some-college",10,"Never-married","Exec-managerial","Own-child","Black","Female",0,0,40,"United-States","<=50K","Own-child",0
"39443",35,"Private",190728,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"39949",23,"Private",143062,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"21842",27,"Private",292472,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Cambodia",">50K","Married",1
"24602",57,"Private",163047,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,38,"United-States","<=50K","Married",0
"43909",48,"Private",189462,"Some-college",10,"Divorced","Handlers-cleaners","Own-child","White","Male",2176,0,40,"United-States","<=50K","Own-child",0
"5501",30,"Private",154843,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"India","<=50K","Not-in-family",0
"41040",32,"State-gov",317647,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"41589",51,"Private",280278,"10th",6,"Separated","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K","Unmarried",0
"30462",52,"Local-gov",238959,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,32,"United-States",">50K","Not-in-family",1
"34789",27,"Local-gov",125442,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K","Married",0
"1282",36,"Private",32086,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,40,"United-States",">50K","Married",1
"26809",41,"State-gov",26892,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"47018",39,"Private",176335,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,65,"United-States",">50K","Married",1
"40583",48,"Private",39530,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"27304",20,"Private",165201,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,4,"United-States","<=50K","Own-child",0
"13734",56,"Private",136164,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"1824",40,"Private",79488,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"13877",35,"Private",189251,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","White","Female",0,0,40,"Iran","<=50K","Unmarried",0
"32252",32,"Private",207668,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K","Married",0
"13204",17,"Private",134829,"11th",7,"Never-married","Other-service","Own-child","White","Male",2176,0,20,"United-States","<=50K","Own-child",0
"4189",41,"Private",291569,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,43,"United-States","<=50K","Married",0
"44639",35,"Private",244803,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,"Peru","<=50K","Other-relative",0
"7449",22,"Private",181723,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,30,"Germany","<=50K","Married",0
"47486",44,"Local-gov",165304,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1485,40,"United-States",">50K","Married",1
"7733",59,"Private",116637,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"41681",40,"Private",153238,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,32,"United-States",">50K","Married",1
"39329",25,"Private",390316,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Mexico","<=50K","Married",0
"22273",44,"Private",112797,"9th",5,"Divorced","Other-service","Own-child","White","Female",0,0,50,"United-States","<=50K","Own-child",0
"36700",28,"Private",122540,"10th",6,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"1442",34,"Private",284629,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"15365",35,"State-gov",102268,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,35,"United-States","<=50K","Own-child",0
"42538",29,"Private",231287,"Some-college",10,"Divorced","Tech-support","Unmarried","White","Male",0,0,40,"United-States","<=50K","Unmarried",0
"47153",26,"Private",160261,"Masters",14,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,20,"India","<=50K","Not-in-family",0
"12208",37,"Private",49687,"Bachelors",13,"Divorced","Craft-repair","Not-in-family","White","Male",0,1980,40,"United-States","<=50K","Not-in-family",0
"19660",38,"Self-emp-not-inc",200153,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K","Married",0
"44563",35,"Private",243357,"11th",7,"Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K","Unmarried",0
"15025",48,"Self-emp-inc",192755,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,55,"Canada",">50K","Not-in-family",1
"32560",27,"Private",36440,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"6957",41,"Private",139126,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K","Married",1
"23564",45,"Private",347321,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"25928",62,"Self-emp-not-inc",26911,"7th-8th",4,"Widowed","Other-service","Not-in-family","White","Female",0,0,66,"United-States","<=50K","Not-in-family",0
"28584",37,"Self-emp-not-inc",174308,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"10442",34,"Private",208116,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Female",0,0,25,"United-States","<=50K","Not-in-family",0
"44668",33,"Local-gov",246291,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,46,"United-States","<=50K","Not-in-family",0
"44940",47,"Private",78529,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"1659",20,"Private",332689,"5th-6th",3,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Mexico","<=50K","Married",0
"33051",23,"State-gov",215443,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,15,"United-States","<=50K","Not-in-family",0
"34868",54,"Private",37289,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,55,"United-States",">50K","Married",1
"23960",31,"Local-gov",149184,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,97,"United-States",">50K","Married",1
"23780",74,"Private",211075,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"21795",55,"Private",231738,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"England","<=50K","Not-in-family",0
"23063",22,"Local-gov",137510,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"34570",30,"Private",130021,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",2829,0,40,"United-States","<=50K","Married",0
"34909",62,"Private",24515,"9th",5,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"13492",19,"State-gov",139091,"Some-college",10,"Never-married","Other-service","Own-child","Black","Male",0,0,35,"United-States","<=50K","Own-child",0
"41214",29,"Private",196243,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"44008",24,"Private",190968,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States","<=50K","Married",0
"35885",44,"Private",216907,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Male",0,0,37,"United-States","<=50K","Not-in-family",0
"43287",35,"Private",144937,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,42,"United-States","<=50K","Married",0
"43612",49,"Private",122066,"5th-6th",3,"Married-civ-spouse","Other-service","Husband","White","Male",0,2603,40,"Greece","<=50K","Married",0
"19592",36,"Private",173804,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K","Not-in-family",0
"9437",36,"Federal-gov",223749,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"41601",60,"Private",139586,"Assoc-voc",11,"Widowed","Exec-managerial","Unmarried","Asian-Pac-Islander","Female",0,0,40,"United-States",">50K","Unmarried",1
"5249",52,"State-gov",108836,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,48,"United-States",">50K","Married",1
"34671",17,"Local-gov",244856,"11th",7,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"29078",41,"Private",38397,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"41973",57,"Self-emp-not-inc",165922,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K","Married",0
"8068",37,"Private",342480,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States",">50K","Married",1
"40773",48,"Private",47686,"11th",7,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K","Married",0
"24609",43,"State-gov",33331,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,70,"United-States",">50K","Married",1
"42180",26,"Private",328663,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Other","Male",0,0,40,"United-States","<=50K","Married",0
"18388",42,"Private",213821,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K","Married",1
"10690",31,"Private",33117,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"45367",20,"Private",305874,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"43018",30,"Private",196342,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"Ireland","<=50K","Not-in-family",0
"45996",26,"Private",90915,"Assoc-acdm",12,"Never-married","Other-service","Own-child","Black","Female",0,0,15,"United-States","<=50K","Own-child",0
"39662",33,"Private",138667,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States",">50K","Married",1
"45010",36,"Private",262688,"Some-college",10,"Married-civ-spouse","Sales","Husband","Black","Male",7688,0,50,"United-States",">50K","Married",1
"42548",49,"Private",379779,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"34630",34,"Private",169605,"10th",6,"Separated","Other-service","Unmarried","White","Female",0,0,36,"United-States","<=50K","Unmarried",0
"42323",18,"Private",280603,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,30,"United-States","<=50K","Own-child",0
"4797",19,"Private",163072,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,34,"United-States","<=50K","Own-child",0
"44084",19,"Private",268524,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K","Own-child",0
"43659",40,"Self-emp-not-inc",89413,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,40,"United-States","<=50K","Married",0
"35099",58,"Self-emp-inc",113806,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,30,"United-States",">50K","Married",1
"11440",19,"Private",158343,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,12,"United-States","<=50K","Own-child",0
"45138",32,"Private",86808,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,38,"United-States","<=50K","Own-child",0
"28221",54,"State-gov",32778,"HS-grad",9,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"28072",53,"Self-emp-not-inc",302847,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,"United-States","<=50K","Married",0
"10310",17,"Private",174466,"11th",7,"Never-married","Other-service","Own-child","White","Male",0,0,18,"United-States","<=50K","Own-child",0
"15632",28,"Federal-gov",236418,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"18594",26,"Private",62438,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",">50K","Married",1
"21329",26,"Private",318518,"Some-college",10,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"44142",28,"Private",30912,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,43,"United-States","<=50K","Married",0
"15418",57,"Private",94156,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,84,"United-States",">50K","Married",1
"42174",26,"Private",289700,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,25,"United-States","<=50K","Married",0
"47047",38,"Private",252897,"Some-college",10,"Divorced","Sales","Own-child","White","Female",0,0,25,"United-States","<=50K","Own-child",0
"35133",25,"Private",175540,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,"United-States","<=50K","Not-in-family",0
"35648",48,"Private",278530,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K","Unmarried",0
"15271",25,"Private",202203,"Bachelors",13,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,60,"United-States","<=50K","Unmarried",0
"18627",29,"Private",214858,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"32266",54,"Local-gov",279452,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"38805",34,"Private",203488,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"25577",36,"Private",215373,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,70,"United-States","<=50K","Not-in-family",0
"28920",55,"Private",49996,"11th",7,"Never-married","Machine-op-inspct","Not-in-family","Black","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"45471",40,"Private",56072,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,20,"United-States","<=50K","Not-in-family",0
"17239",33,"Local-gov",298785,"10th",6,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"2505",38,"Private",91716,"11th",7,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"15170",31,"Self-emp-inc",72744,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Male",0,0,30,"United-States","<=50K","Unmarried",0
"12881",62,"Private",104849,"Masters",14,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,40,"China",">50K","Married",1
"46599",33,"Private",196898,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"14549",42,"Private",220531,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,32,"United-States","<=50K","Married",0
"45985",34,"Private",199227,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States","<=50K","Not-in-family",0
"2975",27,"Self-emp-not-inc",328119,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"Mexico","<=50K","Married",0
"17510",50,"Private",358740,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"England","<=50K","Unmarried",0
"40298",19,"Private",574271,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,28,"United-States","<=50K","Own-child",0
"14152",35,"Private",148906,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"3946",43,"Self-emp-inc",215458,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",99999,0,45,"United-States",">50K","Not-in-family",1
"37952",38,"Private",97759,"12th",8,"Never-married","Other-service","Unmarried","White","Female",0,0,17,"United-States","<=50K","Unmarried",0
"16114",39,"Self-emp-not-inc",139703,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,48,"United-States",">50K","Not-in-family",1
"46563",31,"Private",183000,"Prof-school",15,"Never-married","Tech-support","Not-in-family","White","Male",0,0,55,"United-States","<=50K","Not-in-family",0
"41829",34,"Private",238376,"1st-4th",2,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Mexico","<=50K","Married",0
"45557",36,"Private",201117,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K","Married",0
"11855",38,"Private",180288,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,60,"United-States",">50K","Married",1
"42432",64,"Federal-gov",175534,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"China",">50K","Married",1
"7582",61,"State-gov",254890,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"28619",27,"Private",55743,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","Black","Female",0,0,45,"United-States",">50K","Married",1
"9282",77,"Local-gov",181974,"7th-8th",4,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"16714",40,"Self-emp-not-inc",204116,"Bachelors",13,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Female",2174,0,40,"United-States","<=50K","Not-in-family",0
"43590",50,"Self-emp-not-inc",196504,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,23,"United-States","<=50K","Married",0
"33416",35,"Federal-gov",103214,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","Amer-Indian-Eskimo","Female",0,0,60,"United-States",">50K","Not-in-family",1
"972",49,"Private",380922,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,80,"United-States",">50K","Married",1
"31459",44,"Self-emp-not-inc",156687,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","Asian-Pac-Islander","Male",0,0,42,"Japan","<=50K","Married",0
"36618",24,"Private",187937,"Bachelors",13,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"42059",67,"Private",105252,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"8591",30,"Private",172830,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",3325,0,40,"United-States","<=50K","Not-in-family",0
"41197",46,"Private",74895,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1485,55,"United-States","<=50K","Married",0
"28503",33,"Federal-gov",88913,"Some-college",10,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K","Own-child",0
"8281",27,"Private",212041,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K","Not-in-family",0
"1083",43,"Private",315037,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"31994",25,"Private",198986,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",">50K","Not-in-family",1
"42070",18,"Private",170627,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,15,"United-States","<=50K","Own-child",0
"33560",26,"Private",184026,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","Other","Male",0,0,50,"United-States","<=50K","Not-in-family",0
"152",27,"Private",221561,"11th",7,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,32,"United-States","<=50K","Married",0
"13999",41,"Private",187336,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"22247",42,"Self-emp-not-inc",323790,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,70,"United-States",">50K","Married",1
"22110",17,"Private",27032,"10th",6,"Never-married","Sales","Own-child","White","Female",0,0,12,"United-States","<=50K","Own-child",0
"18908",52,"Federal-gov",30731,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,40,"United-States",">50K","Married",1
"29253",17,"Private",218124,"11th",7,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K","Own-child",0
"44064",41,"Private",222504,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,38,"United-States","<=50K","Unmarried",0
"47441",50,"Private",228238,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"45881",42,"Federal-gov",557644,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"28908",25,"Private",89625,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K","Own-child",0
"8908",43,"Private",257028,"Assoc-acdm",12,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"Haiti","<=50K","Married",0
"44042",35,"Private",215323,"Assoc-voc",11,"Divorced","Other-service","Unmarried","White","Female",0,0,35,"United-States","<=50K","Unmarried",0
"21906",21,"Private",216070,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","Amer-Indian-Eskimo","Female",0,0,46,"United-States",">50K","Married",1
"17257",25,"Private",178326,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"48248",53,"State-gov",229465,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K","Married",1
"16506",53,"Local-gov",140359,"Preschool",1,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,35,"United-States","<=50K","Not-in-family",0
"9226",23,"Private",99408,"Some-college",10,"Divorced","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"21778",43,"Private",266439,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,45,"United-States","<=50K","Not-in-family",0
"25738",31,"Private",359249,"Assoc-voc",11,"Never-married","Protective-serv","Own-child","Black","Male",0,0,40,"United-States","<=50K","Own-child",0
"291",42,"Private",171615,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K","Married",1
"15478",21,"Private",92863,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"14654",31,"Private",280927,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",">50K","Not-in-family",1
"23412",69,"Self-emp-not-inc",128206,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,30,"United-States","<=50K","Married",0
"5814",25,"Local-gov",311603,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,55,"United-States","<=50K","Not-in-family",0
"17956",47,"Private",170846,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"Italy",">50K","Married",1
"28180",24,"Private",174907,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","<=50K","Own-child",0
"13138",42,"State-gov",116493,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,52,"United-States","<=50K","Married",0
"27478",73,"Private",139978,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
