"","age","workclass","fnlwgt","education","educational.num","marital.status","occupation","relationship","race","gender","capital.gain","capital.loss","hours.per.week","native.country","income","relationship.new","income.new"
"40003",27,"Private",186454,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",13550,0,40,"United-States",">50K","Not-in-family",1
"29272",48,"Self-emp-not-inc",209146,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K","Married",0
"41537",38,"Private",117312,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",15024,0,40,"United-States",">50K","Married",1
"45431",27,"Private",103164,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"3371",40,"Private",227466,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,50,"United-States","<=50K","Married",0
"11542",62,"Private",116289,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K","Married",0
"22205",42,"Private",110028,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"10615",43,"Local-gov",187034,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"3985",43,"Private",182521,"Prof-school",15,"Divorced","Prof-specialty","Unmarried","White","Female",15020,0,35,"United-States",">50K","Unmarried",1
"37679",42,"Federal-gov",294431,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"17118",25,"Private",499233,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"41238",34,"Private",231043,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",3908,0,45,"United-States","<=50K","Married",0
"22983",56,"Private",413373,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,36,"United-States","<=50K","Married",0
"1291",47,"Private",132912,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K","Married",1
"23979",53,"Private",290640,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"Vietnam","<=50K","Married",0
"33166",23,"Private",189072,"Bachelors",13,"Never-married","Tech-support","Not-in-family","Black","Female",0,0,45,"United-States","<=50K","Not-in-family",0
"15793",54,"Local-gov",256923,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K","Married",1
"17549",50,"Self-emp-not-inc",343748,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States","<=50K","Married",0
"46160",27,"Private",115945,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"45708",45,"Private",30457,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,"United-States",">50K","Married",1
"21336",21,"Private",321666,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",594,0,40,"United-States","<=50K","Own-child",0
"29070",24,"State-gov",208826,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,99,"England","<=50K","Not-in-family",0
"39910",72,"Self-emp-not-inc",139889,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,74,"United-States","<=50K","Married",0
"36997",33,"Private",204829,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States","<=50K","Not-in-family",0
"39339",45,"Private",177543,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,28,"United-States","<=50K","Unmarried",0
"24157",47,"Federal-gov",224559,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States",">50K","Married",1
"1248",23,"State-gov",186634,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,16,"United-States","<=50K","Not-in-family",0
"44947",29,"Private",176760,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,55,"United-States","<=50K","Not-in-family",0
"27045",28,"Private",126129,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"7367",45,"Private",200471,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,2415,40,"United-States",">50K","Married",1
"36791",37,"Private",405644,"1st-4th",2,"Married-spouse-absent","Farming-fishing","Other-relative","White","Male",0,0,77,"Mexico","<=50K","Other-relative",0
"195",26,"Private",209440,"HS-grad",9,"Never-married","Prof-specialty","Unmarried","Black","Female",0,0,55,"United-States","<=50K","Unmarried",0
"47525",45,"Private",304570,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,60,"China",">50K","Married",1
"40938",46,"Private",248059,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",3464,0,40,"United-States","<=50K","Married",0
"10871",23,"Private",224716,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,35,"United-States","<=50K","Not-in-family",0
"19433",24,"State-gov",177526,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,15,"United-States","<=50K","Not-in-family",0
"18057",31,"Private",288419,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"8522",27,"Private",357348,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",2202,0,40,"United-States","<=50K","Not-in-family",0
"22145",64,"Private",256019,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","<=50K","Not-in-family",0
"29403",52,"Private",74024,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"46258",45,"Local-gov",374450,"HS-grad",9,"Married-civ-spouse","Transport-moving","Wife","White","Female",5178,0,40,"United-States",">50K","Married",1
"23193",65,"Self-emp-not-inc",223580,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",6514,0,40,"United-States",">50K","Married",1
"8787",24,"Local-gov",177913,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"38650",24,"Private",128487,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"7417",51,"Private",197189,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"36900",43,"Local-gov",216116,"Masters",14,"Separated","Prof-specialty","Unmarried","Black","Female",0,0,37,"United-States","<=50K","Unmarried",0
"48455",34,"Self-emp-inc",154120,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"39755",38,"Private",43770,"Some-college",10,"Separated","Other-service","Not-in-family","White","Female",4650,0,72,"United-States","<=50K","Not-in-family",0
"11195",46,"Private",130667,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K","Married",0
"15346",19,"Private",426589,"HS-grad",9,"Married-spouse-absent","Other-service","Own-child","White","Female",0,0,35,"United-States","<=50K","Own-child",0
"28476",52,"Private",168553,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,40,"United-States",">50K","Married",1
"44107",44,"Private",35910,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,56,"United-States",">50K","Married",1
"44073",46,"Self-emp-not-inc",233974,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,35,"United-States","<=50K","Married",0
"45395",44,"Private",340885,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1977,40,"United-States",">50K","Married",1
"6231",48,"Self-emp-not-inc",136455,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,60,"United-States","<=50K","Married",0
"24376",17,"State-gov",117906,"10th",6,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"401",41,"Private",138868,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"2830",59,"Private",357118,"Bachelors",13,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"47244",35,"Private",301862,"HS-grad",9,"Never-married","Craft-repair","Unmarried","White","Male",0,0,50,"United-States","<=50K","Unmarried",0
"42214",69,"Private",197080,"HS-grad",9,"Widowed","Adm-clerical","Unmarried","White","Male",0,0,8,"United-States","<=50K","Unmarried",0
"7832",35,"Private",327435,"Some-college",10,"Separated","Prof-specialty","Unmarried","White","Female",0,0,45,"United-States",">50K","Unmarried",1
"28272",61,"Private",198078,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"26598",40,"State-gov",177083,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,35,"United-States","<=50K","Not-in-family",0
"36365",56,"Local-gov",170217,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"1704",23,"Private",140764,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,1590,40,"United-States","<=50K","Own-child",0
"37131",76,"Private",127016,"7th-8th",4,"Widowed","Priv-house-serv","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"384",52,"Private",225339,"HS-grad",9,"Widowed","Adm-clerical","Unmarried","Black","Female",0,0,35,"United-States","<=50K","Unmarried",0
"8512",28,"Private",134890,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,1974,50,"United-States","<=50K","Own-child",0
"22257",62,"Private",368476,"5th-6th",3,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,24,"Mexico","<=50K","Married",0
"8635",36,"Private",101318,"Some-college",10,"Married-spouse-absent","Prof-specialty","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"China",">50K","Not-in-family",1
"22004",27,"Private",366066,"Assoc-acdm",12,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"4140",24,"Local-gov",221480,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K","Married",0
"19717",50,"Private",93690,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"19991",41,"Local-gov",343079,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1740,20,"United-States","<=50K","Married",0
"14569",81,"Self-emp-inc",51646,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,2174,35,"United-States",">50K","Married",1
"38588",53,"Private",304353,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,36,"United-States",">50K","Married",1
"40442",41,"Self-emp-inc",94113,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"11695",45,"Private",111706,"1st-4th",2,"Never-married","Machine-op-inspct","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Vietnam","<=50K","Unmarried",0
"685",34,"Private",344073,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",5013,0,40,"United-States","<=50K","Married",0
"20718",39,"Private",185099,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"39249",25,"Private",256620,"Bachelors",13,"Separated","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"42105",31,"Private",87418,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"30391",58,"Private",83542,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"11964",20,"Private",129240,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,30,"United-States","<=50K","Own-child",0
"19285",33,"Private",112584,"Some-college",10,"Divorced","Sales","Not-in-family","White","Female",0,0,25,"United-States","<=50K","Not-in-family",0
"18912",42,"Federal-gov",296798,"11th",7,"Never-married","Tech-support","Not-in-family","White","Male",0,1340,40,"United-States","<=50K","Not-in-family",0
"18470",29,"Private",54131,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,30,"United-States","<=50K","Not-in-family",0
"36637",37,"Federal-gov",32528,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"England",">50K","Married",1
"5131",43,"Self-emp-not-inc",61287,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K","Married",0
"30959",35,"Self-emp-not-inc",216256,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K","Married",0
"17411",28,"Private",294936,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K","Married",0
"19865",43,"Local-gov",96102,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,40,"United-States",">50K","Married",1
"7186",55,"Federal-gov",154274,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",8614,0,40,"United-States",">50K","Not-in-family",1
"5227",46,"Self-emp-inc",132576,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,45,"United-States",">50K","Married",1
"36879",29,"Private",136017,"10th",6,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,48,"United-States","<=50K","Not-in-family",0
"14364",48,"Private",193047,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"11938",42,"Private",297266,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,90,"United-States",">50K","Married",1
"36036",32,"Self-emp-inc",377836,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"42058",21,"Private",349041,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"29918",78,"Self-emp-inc",212660,"11th",7,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,10,"United-States","<=50K","Married",0
"7395",27,"Private",171356,"Assoc-acdm",12,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"17021",42,"Private",279914,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"48633",60,"Private",36077,"7th-8th",4,"Married-spouse-absent","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"28627",60,"Private",291904,"10th",6,"Divorced","Other-service","Not-in-family","Black","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"39109",43,"Federal-gov",197069,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Philippines",">50K","Married",1
"5611",38,"Private",233571,"Some-college",10,"Married-civ-spouse","Tech-support","Wife","White","Female",0,1902,40,"United-States",">50K","Married",1
"39209",25,"Private",338013,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"5823",22,"Private",81145,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"26721",18,"Private",155752,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,30,"United-States","<=50K","Not-in-family",0
"12804",61,"Private",101701,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,20,"United-States","<=50K","Married",0
"8933",41,"Private",193494,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,44,"United-States","<=50K","Married",0
"996",17,"Private",28544,"11th",7,"Never-married","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K","Not-in-family",0
"19021",41,"Private",194710,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"36238",27,"Private",179565,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,37,"United-States","<=50K","Not-in-family",0
"11687",32,"Private",99548,"Some-college",10,"Divorced","Handlers-cleaners","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"33162",25,"Private",126133,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"8673",43,"Private",186077,"HS-grad",9,"Widowed","Transport-moving","Unmarried","Black","Male",0,0,40,"United-States","<=50K","Unmarried",0
"12296",23,"Private",132556,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"13811",43,"State-gov",598995,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",3103,0,40,"United-States",">50K","Married",1
"48453",40,"Private",67852,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,35,"United-States","<=50K","Not-in-family",0
"13672",28,"Private",186672,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","Black","Male",0,0,40,"Jamaica","<=50K","Not-in-family",0
"34661",29,"Private",173851,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"9708",54,"Self-emp-inc",52565,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,70,"United-States","<=50K","Married",0
"3604",22,"Private",33272,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,25,"United-States","<=50K","Not-in-family",0
"47637",42,"Local-gov",121012,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"31887",38,"Self-emp-not-inc",115215,"10th",6,"Separated","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"11249",26,"Private",122999,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K","Not-in-family",0
"1761",22,"Private",338162,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","Black","Female",0,0,40,"United-States","<=50K","Married",0
"11204",36,"Private",165007,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"15800",28,"Private",208608,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,30,"United-States","<=50K","Married",0
"36160",33,"Private",31481,"Bachelors",13,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,24,"United-States","<=50K","Unmarried",0
"17469",65,"Private",118779,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States","<=50K","Married",0
"29539",49,"Private",50474,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
