"","age","workclass","fnlwgt","education","educational.num","marital.status","occupation","relationship","race","gender","capital.gain","capital.loss","hours.per.week","native.country","income","relationship.new","income.new"
"37472",42,"Local-gov",213019,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",">50K","Not-in-family",1
"25529",35,"State-gov",126569,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,40,"United-States",">50K","Married",1
"44221",51,"Self-emp-inc",46281,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K","Married",1
"16416",46,"Private",146195,"Assoc-acdm",12,"Divorced","Tech-support","Not-in-family","Black","Female",0,0,36,"United-States","<=50K","Not-in-family",0
"601",54,"Private",174806,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States",">50K","Married",1
"46569",58,"Private",357788,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States","<=50K","Married",0
"24598",64,"Local-gov",237379,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",3471,0,40,"United-States","<=50K","Married",0
"4515",39,"Private",210945,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,48,"United-States","<=50K","Not-in-family",0
"27259",50,"Self-emp-not-inc",167380,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"27821",42,"Private",136419,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K","Married",1
"47436",23,"Private",201138,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,8,"United-States","<=50K","Not-in-family",0
"15473",40,"Self-emp-not-inc",211518,"Bachelors",13,"Divorced","Other-service","Unmarried","White","Female",0,0,20,"United-States","<=50K","Unmarried",0
"28688",52,"Self-emp-not-inc",89028,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K","Married",0
"4153",17,"Private",153021,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K","Own-child",0
"27943",41,"State-gov",288433,"Masters",14,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"17134",46,"Self-emp-not-inc",177407,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K","Married",0
"26283",23,"Private",268145,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K","Not-in-family",0
"36327",32,"Private",27051,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,44,"United-States","<=50K","Married",0
"43129",42,"Private",319588,"Bachelors",13,"Married-spouse-absent","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K","Not-in-family",0
"17827",27,"Private",168107,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"3519",45,"Self-emp-not-inc",32948,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K","Married",0
"3255",28,"Private",183445,"HS-grad",9,"Separated","Priv-house-serv","Own-child","White","Female",0,0,40,"Guatemala","<=50K","Own-child",0
"46706",34,"Private",180284,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"47298",35,"Self-emp-not-inc",190895,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"25915",62,"Private",161460,"Bachelors",13,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,30,"United-States","<=50K","Not-in-family",0
"31837",39,"Private",167482,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"42136",42,"Self-emp-not-inc",102069,"7th-8th",4,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United-States","<=50K","Married",0
"26210",33,"Self-emp-not-inc",361497,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"45290",41,"Private",191451,"Masters",14,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,60,"United-States",">50K","Unmarried",1
"46680",61,"Private",103575,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,37,"United-States","<=50K","Married",0
"1443",37,"Private",114591,"Assoc-acdm",12,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States",">50K","Not-in-family",1
"43335",46,"Private",102542,"7th-8th",4,"Never-married","Other-service","Own-child","White","Male",0,0,52,"United-States","<=50K","Own-child",0
"43207",27,"Private",279608,"5th-6th",3,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"Mexico","<=50K","Married",0
"9718",21,"State-gov",155818,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K","Own-child",0
"25756",44,"Private",199031,"Some-college",10,"Divorced","Transport-moving","Own-child","White","Male",0,1380,40,"United-States","<=50K","Own-child",0
"9812",30,"Private",127610,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,20,"Greece","<=50K","Own-child",0
"40186",30,"Private",112358,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"35534",53,"Local-gov",608184,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States",">50K","Married",1
"9188",29,"Private",163708,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,45,"United-States",">50K","Married",1
"33454",57,"Self-emp-inc",180211,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,50,"Taiwan",">50K","Married",1
"46055",54,"Private",215990,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",7688,0,40,"United-States",">50K","Married",1
"31258",37,"Private",167777,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,52,"United-States","<=50K","Married",0
"7056",26,"Private",311743,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,39,"United-States","<=50K","Unmarried",0
"9189",61,"Private",52765,"HS-grad",9,"Divorced","Other-service","Other-relative","White","Female",0,0,99,"United-States","<=50K","Other-relative",0
"11134",38,"Self-emp-inc",312232,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",">50K","Married",1
"4920",53,"Private",173020,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"2381",25,"Private",335376,"Assoc-acdm",12,"Never-married","Adm-clerical","Own-child","White","Female",0,0,38,"United-States","<=50K","Own-child",0
"25323",50,"Private",34832,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",15024,0,40,"United-States",">50K","Married",1
"45437",30,"Self-emp-inc",443546,"Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,"United-States","<=50K","Married",0
"38958",49,"Private",403112,"HS-grad",9,"Divorced","Other-service","Unmarried","Black","Female",0,0,32,"United-States","<=50K","Unmarried",0
"29336",18,"Private",317425,"11th",7,"Never-married","Other-service","Own-child","Black","Male",0,0,7,"United-States","<=50K","Own-child",0
"18882",32,"Private",195891,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,55,"United-States","<=50K","Not-in-family",0
"3112",24,"Private",194247,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"33850",52,"Private",126978,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","Asian-Pac-Islander","Female",0,0,40,"China","<=50K","Married",0
"12164",26,"Private",128777,"Some-college",10,"Never-married","Sales","Other-relative","Black","Female",0,0,40,"United-States","<=50K","Other-relative",0
"17533",48,"Self-emp-not-inc",397466,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K","Married",0
"25750",40,"State-gov",199381,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",15024,0,37,"United-States",">50K","Married",1
"9412",30,"Private",118941,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"48510",40,"Private",177905,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,44,"United-States",">50K","Married",1
"28335",36,"Private",182074,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,45,"United-States","<=50K","Not-in-family",0
"15459",22,"Private",228516,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"3753",24,"Private",161415,"11th",7,"Never-married","Other-service","Other-relative","White","Male",0,0,35,"United-States","<=50K","Other-relative",0
"6796",31,"Private",157289,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,52,"United-States","<=50K","Not-in-family",0
"47900",42,"Private",24982,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,40,"United-States",">50K","Married",1
"18646",22,"Private",181773,"HS-grad",9,"Never-married","Transport-moving","Own-child","Black","Male",0,0,40,"United-States","<=50K","Own-child",0
"7392",45,"Private",192203,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,49,"United-States",">50K","Married",1
"18889",45,"Private",192835,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,55,"United-States",">50K","Married",1
"39453",42,"Local-gov",228320,"7th-8th",4,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"17162",49,"Private",72393,"9th",5,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"2811",43,"Private",212206,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States","<=50K","Not-in-family",0
"33622",32,"Private",154120,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",7298,0,40,"United-States",">50K","Married",1
"41438",40,"Self-emp-not-inc",165108,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"England","<=50K","Married",0
"7007",42,"Private",54102,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"12968",45,"Federal-gov",133973,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"17060",43,"Private",226902,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K","Married",1
"44224",27,"Private",190525,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,55,"United-States",">50K","Married",1
"20302",37,"Private",89559,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"3635",32,"Private",127895,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","Black","Female",0,0,40,"United-States","<=50K","Own-child",0
"27743",53,"Private",548580,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Guatemala","<=50K","Married",0
"21752",37,"Self-emp-not-inc",241306,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"24155",24,"Private",112854,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Female",0,0,16,"United-States","<=50K","Not-in-family",0
"19974",46,"Private",271828,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"12158",41,"Local-gov",216116,"HS-grad",9,"Divorced","Protective-serv","Unmarried","Black","Female",0,0,40,"United-States",">50K","Unmarried",1
"45247",24,"Private",149396,"Some-college",10,"Never-married","Other-service","Other-relative","Black","Female",0,0,30,"Haiti","<=50K","Other-relative",0
"40732",35,"Private",77146,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"36064",40,"State-gov",166327,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,35,"United-States","<=50K","Not-in-family",0
"13722",53,"Private",208122,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","Other","Male",0,0,60,"United-States",">50K","Married",1
"21544",42,"Private",179557,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"23377",37,"Self-emp-not-inc",24106,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,30,"United-States","<=50K","Married",0
"6967",32,"Private",244200,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"Puerto-Rico","<=50K","Not-in-family",0
"46277",30,"Private",55481,"Masters",14,"Never-married","Tech-support","Unmarried","White","Male",0,0,45,"Nicaragua","<=50K","Unmarried",0
"8844",62,"Self-emp-not-inc",236247,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,20,"United-States","<=50K","Married",0
"12406",34,"Private",293017,"Some-college",10,"Never-married","Tech-support","Unmarried","Black","Female",0,0,40,"United-States","<=50K","Unmarried",0
"33976",50,"Private",50178,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"15697",36,"Private",214031,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,80,"United-States","<=50K","Married",0
"14001",44,"Private",351262,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,38,"United-States",">50K","Married",1
"18564",31,"Private",219509,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico",">50K","Married",1
"27426",52,"Private",180881,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"23307",21,"Private",255685,"Some-college",10,"Never-married","Other-service","Own-child","Black","Male",0,0,40,"Outlying-US(Guam-USVI-etc)","<=50K","Own-child",0
"47849",30,"Private",147430,"HS-grad",9,"Married-spouse-absent","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"22623",31,"Private",269654,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,48,"United-States","<=50K","Not-in-family",0
"38751",45,"Federal-gov",368947,"Bachelors",13,"Never-married","Protective-serv","Not-in-family","Black","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"44823",36,"Private",115360,"10th",6,"Married-civ-spouse","Machine-op-inspct","Own-child","White","Female",3464,0,40,"United-States","<=50K","Own-child",0
"33147",51,"Private",163948,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"45843",49,"Private",248895,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States","<=50K","Married",0
"18863",40,"Private",153799,"1st-4th",2,"Married-spouse-absent","Machine-op-inspct","Unmarried","White","Female",0,0,40,"Dominican-Republic","<=50K","Unmarried",0
"5649",29,"Private",131045,"Assoc-voc",11,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"33277",37,"Private",136028,"Assoc-voc",11,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"14327",43,"Private",147510,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,40,"United-States","<=50K","Unmarried",0
"14764",73,"Private",109651,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,30,"United-States","<=50K","Married",0
"25627",49,"Private",170871,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K","Married",1
"4869",40,"Self-emp-inc",253060,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K","Married",1
"24223",52,"Private",84451,"Assoc-voc",11,"Divorced","Other-service","Not-in-family","White","Male",0,0,32,"United-States","<=50K","Not-in-family",0
"132",24,"Private",247846,"HS-grad",9,"Never-married","Craft-repair","Unmarried","Black","Female",0,0,40,"United-States","<=50K","Unmarried",0
"9651",36,"Private",109204,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"19329",31,"Private",265706,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"10498",52,"Private",38973,"10th",6,"Widowed","Sales","Unmarried","Black","Female",0,0,40,"United-States","<=50K","Unmarried",0
"40305",37,"Private",73715,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"17951",46,"Private",99835,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"37405",28,"Private",207473,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"El-Salvador","<=50K","Married",0
"11347",45,"Private",157980,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,32,"United-States","<=50K","Unmarried",0
"30202",20,"Private",103277,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K","Own-child",0
"1955",24,"Self-emp-not-inc",285580,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,25,"United-States","<=50K","Own-child",0
"39321",22,"Private",412156,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"45590",27,"Private",335421,"Masters",14,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K","Own-child",0
"13783",38,"State-gov",534775,"Some-college",10,"Never-married","Tech-support","Unmarried","Black","Female",0,0,50,"United-States","<=50K","Unmarried",0
"2319",67,"State-gov",54269,"10th",6,"Widowed","Other-service","Not-in-family","White","Female",0,0,12,"United-States","<=50K","Not-in-family",0
"34686",19,"Private",214678,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,30,"United-States","<=50K","Own-child",0
"28366",40,"State-gov",269733,"Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","Not-in-family",0
"41190",40,"Local-gov",306495,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States","<=50K","Married",0
"44235",30,"Private",169496,"Masters",14,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,15,"United-States",">50K","Married",1
"33088",45,"Private",168262,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,40,"United-States",">50K","Married",1
"45979",29,"Private",114158,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",3325,0,10,"United-States","<=50K","Own-child",0
"44897",46,"Local-gov",354962,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States","<=50K","Married",0
"39571",17,"Private",98675,"9th",5,"Never-married","Other-service","Unmarried","White","Female",0,0,20,"United-States","<=50K","Unmarried",0
"25955",49,"Self-emp-not-inc",355978,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,35,"United-States",">50K","Married",1
"24635",26,"Private",120238,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",3325,0,40,"United-States","<=50K","Not-in-family",0
"40677",83,"Self-emp-inc",153183,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,2392,55,"United-States",">50K","Married",1
"10545",24,"Private",175778,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"45707",62,"Private",138621,"Assoc-voc",11,"Separated","Priv-house-serv","Not-in-family","Black","Female",0,0,20,"United-States","<=50K","Not-in-family",0
"38972",23,"Private",110677,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,15,"United-States","<=50K","Own-child",0
"29391",34,"Private",737315,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K","Married",1
"15505",44,"Private",438696,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K","Not-in-family",0
"41031",42,"Private",433170,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States",">50K","Married",1
"19364",74,"Self-emp-inc",162340,"Some-college",10,"Widowed","Exec-managerial","Unmarried","White","Male",0,0,40,"United-States","<=50K","Unmarried",0
"13925",23,"Private",163595,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"7160",58,"Private",52090,"Prof-school",15,"Divorced","Tech-support","Unmarried","White","Male",0,0,40,"United-States",">50K","Unmarried",1
"1696",67,"Private",169435,"9th",5,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"32366",18,"Private",51789,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,8,"United-States","<=50K","Own-child",0
"35277",46,"Private",171095,"Assoc-acdm",12,"Divorced","Sales","Unmarried","White","Female",0,0,38,"United-States","<=50K","Unmarried",0
"39983",32,"Private",447066,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Black","Male",15024,0,50,"United-States",">50K","Married",1
"6075",18,"Private",115258,"10th",6,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K","Unmarried",0
"25528",39,"Private",317434,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","Married",0
"46735",22,"Private",408383,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K","Own-child",0
"15154",27,"Private",262723,"Some-college",10,"Never-married","Machine-op-inspct","Unmarried","Black","Male",0,0,40,"United-States","<=50K","Unmarried",0
"31303",40,"Federal-gov",118686,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K","Not-in-family",0
"10388",49,"Private",250821,"Prof-school",15,"Never-married","Farming-fishing","Other-relative","White","Male",0,0,48,"United-States","<=50K","Other-relative",0
"9610",21,"Local-gov",256356,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,25,"United-States","<=50K","Own-child",0
"30862",66,"Private",86010,"10th",6,"Widowed","Transport-moving","Not-in-family","White","Female",0,0,11,"United-States","<=50K","Not-in-family",0
"36037",31,"Private",56510,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K","Married",0
"14986",29,"Private",168524,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"13960",34,"Private",228386,"HS-grad",9,"Married-civ-spouse","Craft-repair","Wife","Black","Female",0,0,70,"United-States","<=50K","Married",0
"43623",21,"Private",176486,"HS-grad",9,"Married-spouse-absent","Exec-managerial","Other-relative","White","Female",0,0,60,"United-States","<=50K","Other-relative",0
"24563",48,"State-gov",99086,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K","Not-in-family",0
"352",23,"Private",197997,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K","Own-child",0
"315",34,"Private",145231,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",4064,0,35,"United-States","<=50K","Married",0
"43834",22,"Private",351381,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","Not-in-family",0
"9222",40,"Private",60594,"Some-college",10,"Divorced","Other-service","Unmarried","White","Female",0,0,30,"United-States","<=50K","Unmarried",0
"38362",44,"Private",105936,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","Unmarried",0
"41137",25,"Private",44363,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,35,"United-States","<=50K","Not-in-family",0
"26000",49,"Self-emp-not-inc",163352,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,85,"United-States",">50K","Married",1
"33521",33,"Private",351810,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"Mexico","<=50K","Not-in-family",0
"23021",39,"Private",49020,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1974,40,"United-States","<=50K","Not-in-family",0
